406,336.80
407,321.60
408,333.40
409,352.20
410,322.00
411,318.80
412,316.60
413,353.40
414,329.20
415,354.00
416,337.80
417,332.60
418,332.40
419,351.20
420,336.00
421,352.80
422,354.60
423,330.40
424,340.20
425,365.00
426,340.80
427,341.60
428,336.40
429,330.20
430,357.00
431,345.80
432,366.60
433,344.40
434,369.20
435,362.00
436,353.80
437,345.60
438,367.40
439,353.20
440,365.00
441,369.80
442,343.60
443,365.40
444,360.20
445,370.00
446,364.80
447,342.60
448,381.40
449,381.20
450,376.00
451,385.80
452,378.60
453,364.40
454,382.20
455,375.00
456,353.80
457,388.60
458,389.40
459,354.20
460,391.00
461,376.80
462,391.60
463,387.40
464,375.20
465,391.00
466,376.80
467,376.60
468,389.40
469,386.20
470,401.00
471,392.80
472,374.60
473,376.40
474,389.20
475,398.00
476,387.80
477,402.60
478,387.40
479,381.20
480,385.00
481,398.80
482,388.60
483,383.40
484,405.20
485,398.00
486,397.80
487,397.60
488,415.40
489,401.20
490,385.00
491,381.80
492,389.60
493,393.40
494,401.20
495,408.00
496,384.80
497,384.60
498,402.40
499,392.20
500,386.00
501,408.80
502,406.60
503,395.40
504,424.20
505,414.00
506,410.80
507,419.60
508,403.40
509,396.20
510,416.00
511,395.80
512,420.60
513,433.40
514,402.20
515,435.00
516,410.80
517,423.60
518,399.40
519,407.20
520,428.00
521,427.80
522,427.60
523,410.40
524,443.20
525,414.00
526,441.80
527,418.60
528,416.40
529,428.20
530,409.00
531,419.80
532,434.60
533,415.40
534,420.20
535,447.00
536,447.80
537,426.60
538,448.40
539,447.20
540,435.00
541,446.80
542,446.60
543,452.40
544,457.20
545,452.00
546,458.80
547,446.60
548,444.40
549,453.20
550,439.00
551,426.80
552,446.60
553,464.40
554,455.20
555,429.00
556,436.80
557,442.60
558,456.40
559,458.20
560,457.00
561,453.80
562,468.60
563,448.40
564,456.20
565,465.00
566,457.80
567,458.60
568,445.40
569,440.20
570,455.00
571,463.80
572,476.60
573,481.40
574,470.20
575,484.00
