-100,-36.00
-99,-82.20
-98,-81.35
-97,-80.48
-96,-79.60
-95,-78.70
-94,-77.78
-93,-76.85
-92,-75.89
-91,-74.92
-90,-73.93
-89,-72.92
-88,-71.89
-87,-70.84
-86,-69.80
-85,-68.73
-84,-67.65
-83,-66.54
-82,-65.42
-81,-64.28
-80,-63.13
-79,-61.95
-78,-60.80
-77,-59.66
-76,-58.54
-75,-57.44
-74,-56.35
-73,-55.28
-72,-54.23
-71,-53.20
-70,-52.18
-69,-51.18
-68,-50.18
-67,-49.20
-66,-48.24
-65,-47.29
-64,-46.36
-63,-45.45
-62,-44.56
-61,-43.69
-60,-42.84
-59,-42.00
-58,-41.18
-57,-40.39
-56,-39.61
-55,-38.85
-54,-38.10
-53,-37.38
-52,-36.67
-51,-35.98
-50,-35.30
-49,-34.64
-48,-34.00
-47,-33.38
-46,-32.76
-45,-32.14
-44,-31.49
-43,-30.83
-42,-30.15
-41,-29.45
-40,-28.74
-39,-28.03
-38,-27.30
-37,-26.55
-36,-25.79
-35,-25.01
-34,-24.21
-33,-23.40
-32,-22.57
-31,-21.72
-30,-20.85
-29,-19.99
-28,-19.14
-27,-18.31
-26,-17.49
-25,-16.69
-24,-15.89
-23,-15.11
-22,-14.35
-21,-13.60
-20,-12.87
-19,-12.15
-18,-11.46
-17,-10.74
-16,-10.01
-15,-9.26
-14,-8.49
-13,-7.71
-12,-6.91
-11,-6.09
-10,-5.25
-9,-4.39
-8,-3.53
-7,-2.65
-6,-1.75
-5,-.83
-4,.11
-3,1.07
-2,2.04
-1,3.03
0,4.03
1,5.01
2,5.98
3,6.93
4,7.87
5,8.79
6,9.69
7,10.58
8,11.44
9,12.29
10,13.13
11,13.96
12,14.78
13,15.58
14,16.36
15,17.13
16,17.88
17,18.62
18,19.34
19,20.07
20,20.82
21,21.59
22,22.38
23,23.17
24,23.97
25,24.79
26,25.63
27,26.46
28,27.27
29,28.06
30,28.83
31,29.59
32,30.33
33,31.05
34,31.77
35,32.48
36,33.17
37,33.84
38,34.49
39,35.13
40,35.75
41,36.35
42,36.93
43,37.49
44,38.05
45,38.63
46,39.22
47,39.83
48,40.46
49,41.10
50,41.77
51,42.45
52,43.15
53,43.86
54,44.60
55,45.35
56,46.12
57,46.91
58,47.72
59,48.55
60,49.39
61,50.25
62,51.13
63,52.03
64,52.95
65,53.89
66,54.84
67,55.82
68,56.81
69,57.82
70,58.85
71,59.89
72,60.96
73,62.04
74,63.14
75,64.27
76,65.40
77,66.56
78,67.74
79,68.94
80,70.15
81,71.38
82,72.64
83,73.91
84,75.20
85,76.51
86,77.83
87,79.18
88,80.55
89,81.93
90,83.34
91,84.76
92,86.21
93,87.67
94,89.15
95,90.66
96,92.18
97,93.72
98,95.26
99,96.83
100,98.41
101,100.01
102,101.63
103,103.27
104,104.93
105,106.60
106,108.30
107,110.02
108,111.75
109,113.51
110,115.28
111,117.07
112,118.88
113,120.71
114,122.55
115,124.42
116,126.30
117,128.21
118,130.13
119,132.06
120,134.02
121,136.00
122,137.99
123,140.00
124,142.03
125,144.08
126,146.15
127,148.23
128,150.34
129,152.46
130,154.60
131,156.76
132,158.94
133,161.13
134,163.34
135,165.57
136,167.82
137,170.09
138,172.38
139,174.68
140,177.00
