-100,-74.00
-99,-74.20
-98,-65.40
-97,-80.60
-96,-89.80
-95,-54.00
-94,-79.20
-93,-51.40
-92,-52.60
-91,-80.80
-90,-59.00
-89,-78.20
-88,-64.40
-87,-63.60
-86,-66.80
-85,-43.00
-84,-77.20
-83,-61.40
-82,-67.60
-81,-55.80
-80,-70.00
-79,-50.20
-78,-66.40
-77,-54.60
-76,-69.80
-75,-42.00
-74,-69.20
-73,-39.40
-72,-57.60
-71,-66.80
-70,-59.00
-69,-62.20
-68,-57.40
-67,-68.60
-66,-56.80
-65,-56.00
-64,-32.20
-63,-61.40
-62,-27.60
-61,-51.80
-60,-24.00
-59,-22.20
-58,-26.40
-57,-54.60
-56,-50.80
-55,-59.00
-54,-18.20
-53,-48.40
-52,-25.60
-51,-42.80
-50,-54.00
-49,-22.20
-48,-36.40
-47,-34.60
-46,-26.80
-45,-40.00
-44,-49.20
-43,-20.40
-42,-46.60
-41,-36.80
-40,-17.00
-39,-30.20
-38,-42.40
-37,-35.60
-36,-43.80
-35,-42.00
-34,-29.20
-33,-18.40
-32,-22.60
-31,-10.80
-30,-39.00
-29,-28.20
-28,.60
-27,-18.60
-26,-10.80
-25,-14.00
-24,-14.20
-23,-31.40
-22,-8.60
-21,3.20
-20,.00
-19,6.80
-18,-8.40
-17,5.40
-16,-20.80
-15,-2.00
-14,-20.20
-13,11.60
-12,-13.60
-11,-3.80
-10,16.00
-9,.80
-8,.60
-7,-2.60
-6,-4.80
-5,21.00
-4,7.80
-3,5.60
-2,11.40
-1,-12.80
0,18.00
1,13.80
2,-7.40
3,-10.60
4,-3.80
5,-11.00
6,18.80
7,22.60
8,2.40
9,6.20
10,11.00
11,-4.20
12,4.60
13,9.40
14,17.20
15,17.00
16,17.80
17,27.60
18,24.40
19,12.20
20,15.00
21,35.80
22,27.60
23,9.40
24,5.20
25,44.00
26,28.80
27,40.60
28,24.40
29,30.20
30,36.00
31,43.80
32,40.60
33,11.40
34,48.20
35,27.00
36,33.80
37,52.60
38,46.40
39,27.20
40,34.00
41,41.80
42,43.60
43,31.40
44,42.20
45,25.00
46,32.80
47,26.60
48,30.40
49,27.20
50,65.00
51,59.80
52,41.60
53,44.40
54,48.20
55,32.00
56,37.80
57,55.60
58,47.40
59,61.20
60,40.00
61,73.80
62,67.60
63,60.40
64,75.20
65,44.00
66,46.80
67,57.60
68,56.40
69,79.20
70,42.00
71,57.80
72,53.60
73,68.40
74,57.20
75,54.00
76,73.80
77,76.60
78,69.40
79,71.20
80,54.00
81,69.80
82,58.60
83,69.40
84,73.20
85,76.00
86,73.80
87,64.60
88,94.40
89,81.20
90,60.00
91,70.80
92,72.60
93,89.40
94,64.20
95,72.00
96,84.80
97,80.60
98,68.40
99,74.20
100,96.00
101,95.80
102,92.60
103,97.40
104,101.20
105,106.00
106,84.80
107,71.60
108,109.40
109,92.20
110,113.00
111,90.80
112,81.60
113,97.40
114,79.20
115,88.00
116,111.80
117,80.60
118,85.40
119,84.20
120,94.00
121,99.80
122,97.60
123,97.40
124,102.20
125,103.00
126,98.80
127,116.60
128,113.40
129,101.20
130,111.00
131,124.80
132,104.60
133,96.40
134,112.20
135,100.00
136,107.80
137,121.60
138,107.40
139,129.20
140,118.00
