-100,-110.00
-99,-71.20
-98,-74.40
-97,-111.60
-96,-72.80
-95,-65.00
-94,-90.20
-93,-64.40
-92,-59.60
-91,-90.80
-90,-25.00
-89,-109.20
-88,-58.40
-87,-89.60
-86,-31.80
-85,-93.00
-84,-103.20
-83,-22.40
-82,-85.60
-81,-48.80
-80,-36.00
-79,-97.20
-78,-49.40
-77,-91.60
-76,-46.80
-75,-15.00
-74,-77.20
-73,-19.40
-72,-86.60
-71,-67.80
-70,-93.00
-69,-34.20
-68,-29.40
-67,-60.60
-66,-22.80
-65,-18.00
-64,-56.20
-63,-87.40
-62,-8.60
-61,-8.80
-60,-77.00
-59,-78.20
-58,-73.40
-57,-17.60
-56,-2.80
-55,-1.00
-54,-23.20
-53,-10.40
-52,-25.60
-51,-70.80
-50,4.00
-49,-53.20
-48,9.60
-47,-24.60
-46,-59.80
-45,-31.00
-44,-5.20
-43,-71.40
-42,-45.60
-41,6.20
-40,-10.00
-39,-49.20
-38,-46.40
-37,-29.60
-36,-26.80
-35,-18.00
-34,9.80
-33,-33.40
-32,-13.60
-31,-39.80
-30,24.00
-29,-37.20
-28,-54.40
-27,-46.60
-26,-27.80
-25,28.00
-24,20.80
-23,-17.40
-22,10.40
-21,20.20
-20,-53.00
-19,-35.20
-18,-23.40
-17,14.40
-16,-2.80
-15,-21.00
-14,-22.20
-13,-47.40
-12,-39.60
-11,21.20
-10,30.00
-9,11.80
-8,-9.40
-7,-8.60
-6,-22.80
-5,-10.00
-4,-43.20
-3,-28.40
-2,-23.60
-1,-26.80
0,18.00
1,2.80
2,15.60
3,51.40
4,40.20
5,-1.00
6,-10.20
7,35.60
8,26.40
9,53.20
10,20.00
11,13.80
12,5.60
13,19.40
14,50.20
15,-5.00
16,29.80
17,50.60
18,57.40
19,32.20
20,35.00
21,-15.20
22,11.60
23,24.40
24,14.20
25,65.00
26,20.80
27,49.60
28,30.40
29,63.20
30,7.00
31,71.80
32,49.60
33,-6.60
34,33.20
35,70.00
36,71.80
37,14.60
38,78.40
39,61.20
40,21.00
41,39.80
42,63.60
43,16.40
44,14.20
45,19.00
46,76.80
47,53.60
48,53.40
49,47.20
50,77.00
51,36.80
52,81.60
53,29.40
54,22.20
55,52.00
56,5.80
57,50.60
58,51.40
59,28.20
60,45.00
61,37.80
62,74.60
63,47.40
64,86.20
65,96.00
66,25.80
67,72.60
68,71.40
69,103.20
70,19.00
71,36.80
72,61.60
73,33.40
74,80.20
75,35.00
76,83.80
77,105.60
78,102.40
79,38.20
80,47.00
81,30.80
82,27.60
83,73.40
84,54.20
85,100.00
86,84.80
87,57.60
88,97.40
89,118.20
90,40.00
91,90.80
92,97.60
93,111.40
94,91.20
95,55.00
96,60.80
97,93.60
98,52.40
99,110.20
100,107.00
101,51.80
102,99.60
103,116.40
104,95.20
105,123.00
106,124.80
107,90.60
108,123.40
109,66.20
110,67.00
111,83.80
112,106.60
113,110.40
114,62.20
115,119.00
116,109.80
117,70.60
118,104.40
119,134.20
120,138.00
121,114.80
122,86.60
123,99.40
124,134.20
125,106.00
126,82.80
127,78.60
128,65.40
129,123.20
130,127.00
131,131.80
132,135.60
133,68.40
134,101.20
135,154.00
136,106.80
137,143.60
138,158.40
139,81.20
140,80.00
