406,336.80
407,321.60
408,323.03
409,324.44
410,325.84
411,327.22
412,328.58
413,329.92
414,331.25
415,332.55
416,333.84
417,335.11
418,336.36
419,337.59
420,338.80
421,340.00
422,341.17
423,342.34
424,343.48
425,344.61
426,345.72
427,346.81
428,347.90
429,348.98
430,350.04
431,351.08
432,352.10
433,353.11
434,354.10
435,355.08
436,356.08
437,357.09
438,358.13
439,359.18
440,360.26
441,361.33
442,362.42
443,363.50
444,364.56
445,365.61
446,366.64
447,367.66
448,368.66
449,369.64
450,370.61
451,371.55
452,372.48
453,373.39
454,374.28
455,375.15
456,376.00
457,376.83
458,377.64
459,378.43
460,379.21
461,379.97
462,380.71
463,381.43
464,382.14
465,382.83
466,383.50
467,384.15
468,384.80
469,385.44
470,386.06
471,386.66
472,387.25
473,387.81
474,388.38
475,388.93
476,389.46
477,389.98
478,390.48
479,390.96
480,391.42
481,391.87
482,392.31
483,392.76
484,393.22
485,393.71
486,394.20
487,394.72
488,395.25
489,395.80
490,396.37
491,396.96
492,397.56
493,398.19
494,398.83
495,399.50
496,400.18
497,400.88
498,401.60
499,402.34
500,403.09
501,403.86
502,404.65
503,405.44
504,406.24
505,407.06
506,407.90
507,408.76
508,409.63
509,410.52
510,411.42
511,412.31
512,413.17
513,414.02
514,414.85
515,415.65
516,416.46
517,417.28
518,418.11
519,418.96
520,419.82
521,420.70
522,421.60
523,422.52
524,423.45
525,424.38
526,425.33
527,426.30
528,427.28
529,428.28
530,429.30
531,430.33
532,431.36
533,432.36
534,433.35
535,434.33
536,435.29
537,436.23
538,437.17
539,438.12
540,439.09
541,440.07
542,441.07
543,442.09
544,443.13
545,444.18
546,445.25
547,446.33
548,447.44
549,448.56
550,449.70
551,450.86
552,452.03
553,453.23
554,454.45
555,455.68
556,456.93
557,458.21
558,459.50
559,460.81
560,462.14
561,463.48
562,464.85
563,466.23
564,467.63
565,469.04
566,470.48
567,471.91
568,473.36
569,474.83
570,476.31
571,477.82
572,479.34
573,480.87
574,482.43
575,484.00
