406,352.80
407,295.60
408,297.60
409,299.57
410,301.53
411,303.47
412,305.40
413,307.30
414,309.19
415,311.06
416,312.91
417,314.75
418,316.56
419,318.36
420,320.14
421,321.90
422,323.64
423,325.37
424,327.08
425,328.76
426,330.43
427,332.09
428,333.72
429,335.33
430,336.93
431,338.51
432,340.06
433,341.60
434,343.12
435,344.62
436,346.10
437,347.56
438,349.00
439,350.42
440,351.82
441,353.20
442,354.56
443,355.90
444,357.22
445,358.52
446,359.80
447,361.07
448,362.31
449,363.53
450,364.74
451,365.93
452,367.11
453,368.28
454,369.43
455,370.56
456,371.67
457,372.76
458,373.84
459,374.89
460,375.93
461,376.95
462,377.95
463,378.94
464,379.90
465,380.85
466,381.78
467,382.69
468,383.58
469,384.46
470,385.32
471,386.16
472,386.98
473,387.78
474,388.57
475,389.34
476,390.09
477,390.83
478,391.54
479,392.25
480,392.93
481,393.60
482,394.29
483,395.00
484,395.72
485,396.46
486,397.22
487,398.00
488,398.80
489,399.61
490,400.44
491,401.29
492,402.16
493,403.04
494,403.94
495,404.87
496,405.81
497,406.77
498,407.74
499,408.71
500,409.67
501,410.61
502,411.53
503,412.44
504,413.33
505,414.20
506,415.06
507,415.89
508,416.71
509,417.52
510,418.30
511,419.06
512,419.81
513,420.53
514,421.24
515,421.92
516,422.59
517,423.24
518,423.90
519,424.59
520,425.29
521,426.01
522,426.74
523,427.50
524,428.27
525,429.06
526,429.86
527,430.69
528,431.53
529,432.39
530,433.27
531,434.16
532,435.08
533,436.01
534,436.96
535,437.93
536,438.91
537,439.92
538,440.94
539,441.98
540,443.02
541,444.08
542,445.16
543,446.26
544,447.37
545,448.50
546,449.65
547,450.82
548,452.01
549,453.21
550,454.44
551,455.68
552,456.94
553,458.22
554,459.52
555,460.84
556,462.18
557,463.53
558,464.90
559,466.30
560,467.71
561,469.13
562,470.58
563,472.04
564,473.52
565,475.02
566,476.54
567,478.07
568,479.63
569,481.20
570,482.79
571,484.39
572,486.02
573,487.66
574,489.32
575,491.00
