-100,-74.00
-99,-74.20
-98,-73.38
-97,-72.57
-96,-71.78
-95,-71.01
-94,-70.25
-93,-69.51
-92,-68.77
-91,-68.05
-90,-67.34
-89,-66.66
-88,-65.98
-87,-65.33
-86,-64.69
-85,-64.07
-84,-63.47
-83,-62.87
-82,-62.26
-81,-61.63
-80,-60.98
-79,-60.32
-78,-59.63
-77,-58.93
-76,-58.21
-75,-57.47
-74,-56.70
-73,-55.92
-72,-55.14
-71,-54.34
-70,-53.53
-69,-52.69
-68,-51.84
-67,-50.97
-66,-50.09
-65,-49.22
-64,-48.37
-63,-47.53
-62,-46.71
-61,-45.91
-60,-45.12
-59,-44.36
-58,-43.61
-57,-42.86
-56,-42.13
-55,-41.42
-54,-40.73
-53,-40.06
-52,-39.39
-51,-38.70
-50,-38.00
-49,-37.28
-48,-36.55
-47,-35.80
-46,-35.03
-45,-34.24
-44,-33.44
-43,-32.62
-42,-31.79
-41,-30.94
-40,-30.07
-39,-29.21
-38,-28.32
-37,-27.43
-36,-26.51
-35,-25.58
-34,-24.63
-33,-23.66
-32,-22.68
-31,-21.68
-30,-20.67
-29,-19.63
-28,-18.58
-27,-17.55
-26,-16.53
-25,-15.53
-24,-14.54
-23,-13.58
-22,-12.63
-21,-11.69
-20,-10.78
-19,-9.88
-18,-9.00
-17,-8.13
-16,-7.28
-15,-6.44
-14,-5.61
-13,-4.79
-12,-4.00
-11,-3.22
-10,-2.45
-9,-1.71
-8,-.98
-7,-.27
-6,.43
-5,1.11
-4,1.77
-3,2.42
-2,3.05
-1,3.70
0,4.36
1,5.04
2,5.74
3,6.45
4,7.18
5,7.93
6,8.70
7,9.46
8,10.25
9,11.05
10,11.86
11,12.70
12,13.55
13,14.42
14,15.31
15,16.21
16,17.13
17,18.06
18,19.02
19,19.99
20,20.95
21,21.89
22,22.81
23,23.72
24,24.61
25,25.48
26,26.34
27,27.17
28,27.99
29,28.79
30,29.57
31,30.34
32,31.09
33,31.82
34,32.54
35,33.24
36,33.94
37,34.62
38,35.29
39,35.94
40,36.57
41,37.22
42,37.88
43,38.56
44,39.26
45,39.97
46,40.71
47,41.47
48,42.24
49,43.01
50,43.81
51,44.62
52,45.45
53,46.30
54,47.16
55,48.04
56,48.93
57,49.83
58,50.70
59,51.56
60,52.40
61,53.23
62,54.03
63,54.82
64,55.60
65,56.37
66,57.13
67,57.87
68,58.59
69,59.30
70,60.00
71,60.68
72,61.37
73,62.07
74,62.80
75,63.54
76,64.31
77,65.07
78,65.85
79,66.64
80,67.41
81,68.18
82,68.96
83,69.76
84,70.58
85,71.41
86,72.26
87,73.12
88,74.00
89,74.88
90,75.77
91,76.68
92,77.60
93,78.52
94,79.43
95,80.32
96,81.19
97,82.05
98,82.89
99,83.70
100,84.50
101,85.28
102,86.04
103,86.78
104,87.53
105,88.25
106,88.95
107,89.64
108,90.31
109,90.96
110,91.59
111,92.23
112,92.88
113,93.55
114,94.23
115,94.93
116,95.65
117,96.38
118,97.14
119,97.91
120,98.70
121,99.50
122,100.33
123,101.17
124,102.03
125,102.91
126,103.81
127,104.72
128,105.65
129,106.60
130,107.56
131,108.54
132,109.53
133,110.53
134,111.54
135,112.58
136,113.63
137,114.69
138,115.78
139,116.88
140,118.00
